Account Number,Assessment Year,Suite,House Number,Street Name,Legal Description,Latitude,Longitude,Point Location,Neighbourhood,Actual Year Built,Garage,Zoning,Lot Size,Assessed Value,Assessment Class 1,Assessment Class % 1,Assessment Class 2,Assessment Class % 2,Assessment Class 3,Assessment Class % 3
1009174,2013,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,N,RF1,465.209,296000.0,RESIDENTIAL,100.0,,,,
1009174,2014,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,N,RF1,465.209,295000.0,RESIDENTIAL,100.0,,,,
1009174,2015,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,N,RF1,465.209,308500.0,RESIDENTIAL,100.0,,,,
1009174,2016,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,Y,RF1,465.209,338500.0,RESIDENTIAL,100.0,,,,
1009174,2017,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,Y,RF1,465.209,331000.0,RESIDENTIAL,100.0,,,,
1009174,2018,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,Y,RF1,465.209,328500.0,RESIDENTIAL,100.0,,,,
1009174,2019,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,Y,RF1,465.209,324500.0,RESIDENTIAL,100.0,,,,
1009174,2020,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,Y,RF1,465.209,317000.0,RESIDENTIAL,100.0,,,,
1009174,2021,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,Y,RF1,465.209,307500.0,RESIDENTIAL,100.0,,,,
1009174,2022,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,Y,RF1,465.209,333500.0,RESIDENTIAL,100.0,,,,
1009174,2023,,15216.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 49,53.61526,-113.47214,POINT (-113.47214 53.61526),EVANSDALE,1983.0,Y,RF1,465.209,349500.0,RESIDENTIAL,100.0,,,,
1009182,2012,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,363000.0,RESIDENTIAL,100.0,,,,
1009182,2013,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,371000.0,RESIDENTIAL,100.0,,,,
1009182,2014,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,374000.0,RESIDENTIAL,100.0,,,,
1009182,2015,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,390000.0,RESIDENTIAL,100.0,,,,
1009182,2016,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,399500.0,RESIDENTIAL,100.0,,,,
1009182,2017,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,387000.0,RESIDENTIAL,100.0,,,,
1009182,2018,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,385000.0,RESIDENTIAL,100.0,,,,
1009182,2019,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,374000.0,RESIDENTIAL,100.0,,,,
1009182,2020,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,369000.0,RESIDENTIAL,100.0,,,,
1009182,2021,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,356000.0,RESIDENTIAL,100.0,,,,
1009182,2022,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,387000.0,RESIDENTIAL,100.0,,,,
1009182,2023,,15220.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 50,53.61538,-113.47215,POINT (-113.47215 53.61538),EVANSDALE,1985.0,Y,RF1,478.055,407000.0,RESIDENTIAL,100.0,,,,
1009190,2012,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,396000.0,RESIDENTIAL,100.0,,,,
1009190,2013,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,407500.0,RESIDENTIAL,100.0,,,,
1009190,2014,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,410000.0,RESIDENTIAL,100.0,,,,
1009190,2015,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,428000.0,RESIDENTIAL,100.0,,,,
1009190,2016,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,436500.0,RESIDENTIAL,100.0,,,,
1009190,2017,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,423500.0,RESIDENTIAL,100.0,,,,
1009190,2018,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,420000.0,RESIDENTIAL,100.0,,,,
1009190,2019,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,406500.0,RESIDENTIAL,100.0,,,,
1009190,2020,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,401500.0,RESIDENTIAL,100.0,,,,
1009190,2021,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,389000.0,RESIDENTIAL,100.0,,,,
1009190,2022,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,423000.0,RESIDENTIAL,100.0,,,,
1009190,2023,,15224.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 51,53.61551,-113.4722,POINT (-113.4722 53.61551),EVANSDALE,1983.0,Y,RF1,475.942,445500.0,RESIDENTIAL,100.0,,,,
1009208,2012,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,331000.0,RESIDENTIAL,100.0,,,,
1009208,2013,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,345500.0,RESIDENTIAL,100.0,,,,
1009208,2014,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,345000.0,RESIDENTIAL,100.0,,,,
1009208,2015,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,356000.0,RESIDENTIAL,100.0,,,,
1009208,2016,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,357500.0,RESIDENTIAL,100.0,,,,
1009208,2017,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,369000.0,RESIDENTIAL,100.0,,,,
1009208,2018,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,345000.0,RESIDENTIAL,100.0,,,,
1009208,2019,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,338000.0,RESIDENTIAL,100.0,,,,
1009208,2020,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,337500.0,RESIDENTIAL,100.0,,,,
1009208,2021,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,329500.0,RESIDENTIAL,100.0,,,,
1009208,2022,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,354000.0,RESIDENTIAL,100.0,,,,
1009208,2023,,15228.0,85 STREET NW,Plan: 8023176  Block: 49  Lot: 52,53.61565,-113.47223,POINT (-113.47223 53.61565),EVANSDALE,1985.0,Y,RF1,564.12,367500.0,RESIDENTIAL,100.0,,,,
1009232,2012,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,216000.0,RESIDENTIAL,100.0,,,,
1009232,2013,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,258500.0,RESIDENTIAL,100.0,,,,
1009232,2014,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,266000.0,RESIDENTIAL,100.0,,,,
1009232,2015,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,277000.0,RESIDENTIAL,100.0,,,,
1009232,2016,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,296000.0,RESIDENTIAL,100.0,,,,
1009232,2017,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,281500.0,RESIDENTIAL,100.0,,,,
1009232,2018,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,291000.0,RESIDENTIAL,100.0,,,,
1009232,2019,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,283000.0,RESIDENTIAL,100.0,,,,
1009232,2020,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,259500.0,RESIDENTIAL,100.0,,,,
1009232,2021,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,250500.0,RESIDENTIAL,100.0,,,,
1009232,2022,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,267000.0,RESIDENTIAL,100.0,,,,
1009232,2023,,10338.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14A,53.54587,-113.58907,POINT (-113.58907 53.54587),CANORA,1980.0,Y,RF2,342.923,267500.0,RESIDENTIAL,100.0,,,,
1009257,2012,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,221000.0,RESIDENTIAL,100.0,,,,
1009257,2013,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,238000.0,RESIDENTIAL,100.0,,,,
1009257,2014,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,245000.0,RESIDENTIAL,100.0,,,,
1009257,2015,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,263500.0,RESIDENTIAL,100.0,,,,
1009257,2016,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,280000.0,RESIDENTIAL,100.0,,,,
1009257,2017,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,272000.0,RESIDENTIAL,100.0,,,,
1009257,2018,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,276500.0,RESIDENTIAL,100.0,,,,
1009257,2019,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,271000.0,RESIDENTIAL,100.0,,,,
1009257,2020,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,248000.0,RESIDENTIAL,100.0,,,,
1009257,2021,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,238000.0,RESIDENTIAL,100.0,,,,
1009257,2022,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,255500.0,RESIDENTIAL,100.0,,,,
1009257,2023,,10336.0,155 STREET NW,Plan: 8023155  Block: 4  Lot: 14B,53.5458,-113.58907,POINT (-113.58907 53.5458),CANORA,1980.0,Y,RF2,343.171,254500.0,RESIDENTIAL,100.0,,,,
1009265,2012,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,374000.0,RESIDENTIAL,100.0,,,,
1009265,2013,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,390500.0,RESIDENTIAL,100.0,,,,
1009265,2014,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,400500.0,RESIDENTIAL,100.0,,,,
1009265,2015,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,436500.0,RESIDENTIAL,100.0,,,,
1009265,2016,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,436500.0,RESIDENTIAL,100.0,,,,
1009265,2017,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,436500.0,RESIDENTIAL,100.0,,,,
1009265,2018,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,454000.0,RESIDENTIAL,100.0,,,,
1009265,2019,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,447500.0,RESIDENTIAL,100.0,,,,
1009265,2020,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,441500.0,RESIDENTIAL,100.0,,,,
1009265,2021,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,416000.0,RESIDENTIAL,100.0,,,,
1009265,2022,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,426500.0,RESIDENTIAL,100.0,,,,
1009265,2023,,191.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 42,53.47688,-113.58516,POINT (-113.58516 53.47688),RHATIGAN RIDGE,1984.0,Y,RF1,715.221,444500.0,RESIDENTIAL,100.0,,,,
1009281,2012,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,453000.0,RESIDENTIAL,100.0,,,,
1009281,2013,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,457500.0,RESIDENTIAL,100.0,,,,
1009281,2014,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,469000.0,RESIDENTIAL,100.0,,,,
1009281,2015,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,506500.0,RESIDENTIAL,100.0,,,,
1009281,2016,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,477000.0,RESIDENTIAL,100.0,,,,
1009281,2017,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,476000.0,RESIDENTIAL,100.0,,,,
1009281,2018,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,503500.0,RESIDENTIAL,100.0,,,,
1009281,2019,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,494000.0,RESIDENTIAL,100.0,,,,
1009281,2020,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,488000.0,RESIDENTIAL,100.0,,,,
1009281,2021,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,456500.0,RESIDENTIAL,100.0,,,,
1009281,2022,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,451500.0,RESIDENTIAL,100.0,,,,
1009281,2023,,193.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984.0,Y,RF1,665.39,468000.0,RESIDENTIAL,100.0,,,,
1009299,2012,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,442500.0,RESIDENTIAL,100.0,,,,
1009299,2013,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,448000.0,RESIDENTIAL,100.0,,,,
1009299,2014,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,465500.0,RESIDENTIAL,100.0,,,,
1009299,2015,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,498500.0,RESIDENTIAL,100.0,,,,
1009299,2016,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,466000.0,RESIDENTIAL,100.0,,,,
1009299,2017,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,467500.0,RESIDENTIAL,100.0,,,,
1009299,2018,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,494500.0,RESIDENTIAL,100.0,,,,
1009299,2019,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,490000.0,RESIDENTIAL,100.0,,,,
1009299,2020,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,481000.0,RESIDENTIAL,100.0,,,,
1009299,2021,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,453000.0,RESIDENTIAL,100.0,,,,
1009299,2022,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,465000.0,RESIDENTIAL,100.0,,,,
1009299,2023,,195.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 44,53.47701,-113.58469,POINT (-113.58469 53.47701),RHATIGAN RIDGE,1985.0,Y,RF1,643.074,481000.0,RESIDENTIAL,100.0,,,,
1009315,2012,,197.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 45,53.47713,-113.58437,POINT (-113.58437 53.47713),RHATIGAN RIDGE,1983.0,Y,RF1,773.35,462000.0,RESIDENTIAL,100.0,,,,
1009315,2013,,197.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 45,53.47713,-113.58437,POINT (-113.58437 53.47713),RHATIGAN RIDGE,1983.0,Y,RF1,773.35,463500.0,RESIDENTIAL,100.0,,,,
1009315,2014,,197.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 45,53.47713,-113.58437,POINT (-113.58437 53.47713),RHATIGAN RIDGE,1983.0,Y,RF1,773.35,484500.0,RESIDENTIAL,100.0,,,,
1009315,2015,,197.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 45,53.47713,-113.58437,POINT (-113.58437 53.47713),RHATIGAN RIDGE,1983.0,Y,RF1,773.35,516500.0,RESIDENTIAL,100.0,,,,
1009315,2016,,197.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 45,53.47713,-113.58437,POINT (-113.58437 53.47713),RHATIGAN RIDGE,1983.0,Y,RF1,773.35,487500.0,RESIDENTIAL,100.0,,,,
1009315,2017,,197.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 45,53.47713,-113.58437,POINT (-113.58437 53.47713),RHATIGAN RIDGE,1983.0,Y,RF1,773.35,488500.0,RESIDENTIAL,100.0,,,,
1009315,2018,,197.0,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 45,53.47713,-113.58437,POINT (-113.58437 53.47713),RHATIGAN RIDGE,1983.0,Y,RF1,773.35,516000.0,RESIDENTIAL,100.0,,,,
